the_geom,apn,name,Address,LandmarkNo,YearDesignated,DesignationDocument,Photo,PIMLink
"MULTIPOLYGON (((-122.45549526489447 37.76635984003474, -122.45556705619535 37.76633593054115, -122.45563928078117 37.76631383018727, -122.45571176372756 37.766293592499046, -122.45578355768583 37.76627545122933, -122.45585603241565 37.76625906026015, -122.45592824054428 37.76624466460668, -122.4560000071872 37.7662322991345, -122.45607040544094 37.766222092490366, -122.45614077843648 37.76621384994133, -122.45621019519002 37.76620771220517, -122.45627848757765 37.76620369414719, -122.45634478476146 37.766201814364244, -122.45641035162794 37.7662020369919, -122.45647430935949 37.766204393042806, -122.45653650305366 37.76620887681074, -122.45659615140393 37.76621539612799, -122.45665439244347 37.766224075376876, -122.45671043329328 37.766234834673135, -122.4567641382252 37.766247647958295, -122.45681484548929 37.76626231584204, -122.45686352253139 37.766279118173486, -122.45690949288102 37.76629786724138, -122.45695264520027 37.7663185176364, -122.45699246272648 37.766340770408085, -122.4570297051397 37.766365050117926, -122.45706383837441 37.76639106844128, -122.45709477976156 37.76641876236307, -122.45712217738465 37.76644774486117, -122.45714655396397 37.76647856889376, -122.45716753836267 37.766510856603006, -122.45718507975758 37.76654452978967, -122.45719900460227 37.766579128233026, -122.45720957856939 37.76661531203809, -122.4572166077134 37.76665262833467, -122.4572200750101 37.76669098674454, -122.45721999195243 37.76672987153438, -122.45721635695573 37.766770024588574, -122.45720916071902 37.76681093542814, -122.45719842067122 37.76685250496903, -122.45718433290304 37.766894181784686, -122.4571666286334 37.76693676102866, -122.4571454835633 37.76697969423058, -122.45712094890503 37.76702287740835, -122.45709339781138 37.76706574463317, -122.45706230463395 37.76710911377046, -122.45702802332363 37.76715241943587, -122.45699063690806 37.76719555674521, -122.456950681262 37.76723796701579, -122.45690739407017 37.76728045939476, -122.45686129393117 37.76732247331122, -122.45681249249726 37.76736390700953, -122.45676166777189 37.76740423052295, -122.45670785006814 37.767444213185314, -122.45665170270296 37.76748332078158, -122.45659336166246 37.76752145859507, -122.45653362102344 37.76755814574132, -122.45647134099197 37.76759408217578, -122.45640730411235 37.76762878056886, -122.45634166547872 37.76766215688274, -122.45627530472532 37.76769379779537, -122.4562069557528 37.76772430698492, -122.45613749026012 37.76775326273501, -122.45606707648925 37.76778059491627, -122.45599664582801 37.76780597365274, -122.45592485452713 37.76782988314633, -122.4558526299413 37.76785198350021, -122.45578014699491 37.76787222118843, -122.45570835303664 37.76789036245815, -122.45563587830682 37.76790675342733, -122.4555636701782 37.7679211490808, -122.45549190353528 37.76793351455298, -122.45542150528154 37.76794372119711, -122.455351132286 37.76795196374615, -122.45528171553245 37.76795810148231, -122.45521342314483 37.76796211954029, -122.45514712596102 37.767963999323236, -122.45508155909454 37.76796377669558, -122.45501760136298 37.767961420644674, -122.45495540766882 37.76795693687674, -122.45489575931855 37.76795041755949, -122.454837518279 37.767941738310604, -122.4547814774292 37.767930979014345, -122.45472777249728 37.767918165729185, -122.45467706523318 37.76790349784544, -122.45462838819108 37.767886695513994, -122.45458241784145 37.7678679464461, -122.4545392655222 37.76784729605108, -122.454499447996 37.767825043279394, -122.45446220558277 37.767800763569554, -122.45442807234807 37.7677747452462, -122.45439713096091 37.76774705132441, -122.45436973333783 37.76771806882631, -122.45434535675851 37.76768724479372, -122.4543243723598 37.767654957084474, -122.4543068309649 37.76762128389781, -122.4542929061202 37.767586685454454, -122.45428233215308 37.76755050164939, -122.45427530300907 37.76751318535281, -122.45427183571238 37.76747482694294, -122.45427191877005 37.7674359421531, -122.45427555376675 37.767395789098906, -122.45428275000346 37.76735487825934, -122.45429349005126 37.76731330871845, -122.45430757781943 37.767271631902794, -122.45432528208907 37.76722905265882, -122.45434642715918 37.7671861194569, -122.45437096181745 37.76714293627913, -122.4543985129111 37.76710006905431, -122.45442960608852 37.76705669991702, -122.45446388739884 37.76701339425161, -122.45450127381442 37.76697025694227, -122.45454122946047 37.76692784667169, -122.4545845166523 37.76688535429272, -122.4546306167913 37.76684334037626, -122.45467941822521 37.76680190667795, -122.45473024295059 37.76676158316453, -122.45478406065433 37.766721600502166, -122.45484020801952 37.7666824929059, -122.45489854906002 37.76664435509241, -122.45495828969904 37.76660766794616, -122.45502056973051 37.766571731511696, -122.45508460661013 37.76653703311862, -122.45515024524376 37.76650365680474, -122.45521660599715 37.76647201589211, -122.45528495496967 37.76644150670256, -122.45535442046236 37.76641255095247, -122.45542483423323 37.76638521877121, -122.45549526489447 37.76635984003474)))",,Kezar Stadium,,0,0,,,
"MULTIPOLYGON (((-122.40940374738494 37.75233765565844, -122.40941158047997 37.752419811425284, -122.40943723813791 37.752688885883515, -122.40926684089192 37.75269917682567, -122.40923333574978 37.75234780001108, -122.40940374738494 37.75233765565844)))",,Galeria De La Raza,2600-2606 BRYANT ST,0,0,,,
"MULTIPOLYGON (((-122.39937367965149 37.79525158239477, -122.3993927758558 37.79534558403162, -122.39936885658739 37.79534863363267, -122.39946399496728 37.79581695918546, -122.39948791423575 37.79581390958441, -122.39950701044006 37.79590791122126, -122.39907986934043 37.79596235078202, -122.39906077403538 37.79586834914517, -122.39908469330385 37.79586530044338, -122.39898955582328 37.795396964998076, -122.39896563565549 37.795400012800485, -122.39894654035044 37.79530601116363, -122.39937367965149 37.79525158239477)))",,Alcoa Building,300 CLAY ST,0,0,,,
"MULTIPOLYGON (((-122.40813617994064 37.774608460512184, -122.40789322988854 37.77441291462446, -122.40816680545362 37.774196173514724, -122.4083616732525 37.774352208587686, -122.408259012943 37.77443354147488, -122.40821003496507 37.77447234452325, -122.40825862533518 37.77451145334106, -122.40813617994064 37.774608460512184)))",,SF Galvanizing Works,1170-1180 HARRISON ST,0,0,,,
"MULTIPOLYGON (((-122.42235295422535 37.78703661185028, -122.42246575798822 37.78702249069556, -122.42253285820476 37.7873541426797, -122.42242009491133 37.78736846258465, -122.42232783526129 37.78738017985154, -122.42229357828592 37.787210859993365, -122.42226066040104 37.787048163642, -122.42235295422535 37.78703661185028)))",,Congregation Emanu-El School Buildings,1337 SUTTER ST,0,0,,,
"MULTIPOLYGON (((-122.45515061141151 37.7890406017425, -122.45549651944873 37.78899653945888, -122.45557131246602 37.78936666623878, -122.45535695276106 37.789393971454786, -122.45525137055421 37.78940742081596, -122.45522540263016 37.789410727623135, -122.45515061141151 37.7890406017425)))",,Russell House,3778 WASHINGTON ST,0,0,,,
"MULTIPOLYGON (((-122.40029513041583 37.78117044925699, -122.40066296842116 37.78087981265338, -122.40085829397498 37.78103549699074, -122.400895077146 37.78100643360017, -122.4010781962017 37.7811523881723, -122.40080913703196 37.78136497711216, -122.40067357412607 37.78147208816648, -122.40049045507033 37.78132613359435, -122.40029513041583 37.78117044925699)))",,Southern Police Station,360 04TH ST,0,0,,,
"MULTIPOLYGON (((-122.3893396638943 37.73556472213437, -122.38920797976436 37.735715632870324, -122.38899676768659 37.73559606080971, -122.38912852106432 37.73544507183277, -122.3893396638943 37.73556472213437)))",,Crispus Attucks Club / Bayview Community Center,,0,0,,,
"MULTIPOLYGON (((-122.42120565491695 37.76292576800995, -122.4211798398776 37.76265619173, -122.42152477934502 37.762635349941604, -122.42155059528363 37.762904928020134, -122.42120565491695 37.76292576800995)))",,Community Thrift,623 VALENCIA ST,0,0,,,
"MULTIPOLYGON (((-122.42464505902217 37.77236657116049, -122.4245938165513 37.77237309214462, -122.42435895140437 37.77240298201218, -122.42423084387826 37.772419284922194, -122.4241898608733 37.77242450009078, -122.42389094421162 37.77246254051397, -122.42381545152176 37.772089703177414, -122.42456957352692 37.77199373382388, -122.42464505902217 37.77236657116049)))",,First Baptist Church,,0,0,,,
"MULTIPOLYGON (((-122.40770585344228 37.78677840749765, -122.40771938823906 37.786846219977235, -122.4077383369546 37.786941157808315, -122.4077556731857 37.786938965261186, -122.40778411964129 37.78708148622178, -122.4078307359996 37.787315037459166, -122.407681228206 37.78733396818825, -122.40753172131178 37.78735289891728, -122.40733967558549 37.78737721658541, -122.40726460377834 37.787001084132896, -122.40725136126122 37.787002759569816, -122.4070766481687 37.787024857711174, -122.40715172447244 37.78740101444538, -122.40668301221115 37.7874603607072, -122.40660738462299 37.78708421026823, -122.40653204391862 37.78670949334861, -122.40717656015005 37.7866279734024, -122.4074755793344 37.78659015241374, -122.40766353314547 37.78656637793614, -122.40770585344228 37.78677840749765)))",,I. Magnin & Company Building,251-259 GEARY ST,0,0,,,
"MULTIPOLYGON (((-122.40452882384608 37.798250372656696, -122.40468604962138 37.79823047065986, -122.40472075355984 37.79839294128135, -122.40473593501531 37.798464020997926, -122.40476557666994 37.79860279808082, -122.40460834909595 37.798622700977035, -122.40452882384608 37.798250372656696)))",,Momo's 440 Club,438-440 BROADWAY,0,0,,,
"MULTIPOLYGON (((-122.49177485872264 37.776281326322305, -122.49186121702144 37.776277385493074, -122.49210122629046 37.779578000824245, -122.49019891824537 37.77966430246573, -122.48994436064362 37.77616240896816, -122.49130767171158 37.77610016329203, -122.49132477591758 37.776335420543376, -122.49144843989347 37.77632977909616, -122.49144127139749 37.77629654464994, -122.49151578562493 37.776293145212605, -122.49160214392373 37.77628920528275, -122.49168850132321 37.77628526535284, -122.49177485872264 37.776281326322305)))",,George Washington High School,682 32ND AV,0,0,,,
"MULTIPOLYGON (((-122.4233055826864 37.76762663316276, -122.42333968677701 37.76798263069401, -122.42320170109753 37.76799096740939, -122.42316759700691 37.76763497167673, -122.4233055826864 37.76762663316276)))",,Welsh Presbyterian,449 14TH ST,0,0,,,
"MULTIPOLYGON (((-122.44880394284758 37.7593051334253, -122.44863141420831 37.75931509611496, -122.4486167705474 37.75910658200331, -122.44878843763621 37.75908433547386, -122.44880394284758 37.7593051334253)))",,Residence at 2 Claredon Avenue,2 CLARENDON AV,0,0,,,
"MULTIPOLYGON (((-122.40131148213908 37.78664680970263, -122.40092465764673 37.78633658766353, -122.40109458454737 37.78620444038279, -122.40119345151646 37.78612755374377, -122.40143995568928 37.7859358533571, -122.40163017669119 37.78608624068761, -122.40169086474151 37.78613422041809, -122.40182570549183 37.786240823355456, -122.40162734472608 37.7863974330952, -122.40157827861458 37.786436170493005, -122.40148014639158 37.786513647087304, -122.40131148213908 37.78664680970263)))",,Mattachine Society Headquarters,188 MINNA ST #0022A,0,0,,,
MULTIPOLYGON EMPTY,,,,0,0,,,
"MULTIPOLYGON (((-122.40141053706657 37.79232880912741, -122.40111155115704 37.792366914301795, -122.40107407101146 37.79218490860677, -122.40137305692093 37.79214680433171, -122.40141053706657 37.79232880912741)))",0260026,"Royal Globe Insurance
Building",210 Sansome Street,160,1983,https://sfplanninggis.org/docs/landmarks_and_districts/LM160.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/160.jpg,https://sfplanninggis.org/pim?search=0260/026
"MULTIPOLYGON (((-122.40293930630384 37.7965561065792, -122.40297168459546 37.79671887127904, -122.40280870315905 37.796739154588465, -122.40277632576675 37.79657639078795, -122.40293930630384 37.7965561065792)))",0175009,Moulinie Building,458-460 Jackson Street,25,1970,https://sfplanninggis.org/docs/landmarks_and_districts/LM25.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/25.jpg,https://sfplanninggis.org/pim?search=0175/009
"MULTIPOLYGON (((-122.43732745499796 37.78401049748663, -122.43767455733484 37.78396385235004, -122.43774641496498 37.783954325831644, -122.43779338295815 37.784171137088435, -122.43773707280758 37.784177831641784, -122.4377520456203 37.78425646566353, -122.4375858212286 37.784276485471594, -122.43756251799573 37.784160624913056, -122.43735282577222 37.78418433913606, -122.43733972894523 37.78411421180158, -122.43734988498909 37.78411262809544, -122.43732745499796 37.78401049748663)))",0703002,Western Addition Branch Library,1900 Geary Boulevard,0,0,,,
"MULTIPOLYGON (((-122.43901340504453 37.7924676959276, -122.4389915146466 37.79235922599764, -122.43875657935257 37.79238906999973, -122.4386867020296 37.79204280762963, -122.43892163732363 37.79201296362754, -122.43904124086049 37.79199777138018, -122.43911111908278 37.79234403195164, -122.43912626996132 37.792419112751986, -122.4391330085814 37.79245250278092, -122.43901340504453 37.7924676959276)))",0585008,Gibbs Residence and Caretaker's Cottage,2622-2624 Jackson Street & 2629-2624 Pacific Avenue,203,1993,https://sfplanninggis.org/docs/landmarks_and_districts/LM203.pdf,,https://sfplanninggis.org/pim?search=0585/008
"MULTIPOLYGON (((-122.43324579375826 37.78371857844979, -122.43331794636606 37.78407515154714, -122.43299337024774 37.784116521260614, -122.43292121853932 37.78375994636457, -122.43324579375826 37.78371857844979)))",,Fillmore Auditorium,,0,0,,,
"MULTIPOLYGON (((-122.42931687967018 37.78620870226996, -122.42932482428114 37.786247999046054, -122.42937279591769 37.78648526808081, -122.42925533816322 37.78650019143083, -122.42919938054689 37.786223419675196, -122.42931687967018 37.78620870226996)))",,Japanese American Citizen League,1765 SUTTER ST,0,0,,,
"MULTIPOLYGON (((-122.43577974603835 37.78777494805553, -122.43581411093237 37.78794441270463, -122.43546348685032 37.78798895972284, -122.4354293620753 37.787819463597486, -122.43577974603835 37.78777494805553)))",,"National Urban League, SF Chapter",2015 STEINER ST,0,0,,,
"MULTIPOLYGON (((-122.43383306094694 37.78653521732656, -122.43384671535352 37.78660301541697, -122.43350501974078 37.78664644277927, -122.43349136623345 37.78657864558818, -122.43383306094694 37.78653521732656)))",,Office of Dr. Carlton B. Goodlett,1843-1849 FILLMORE ST,0,0,,,
"MULTIPOLYGON (((-122.41357974301064 37.79773217969648, -122.41360973540088 37.79787995089919, -122.41340123118181 37.797906250673066, -122.41337701693567 37.79778694930843, -122.41346930626338 37.797775309383155, -122.41346517837519 37.79775497301375, -122.41350961387747 37.79774936843876, -122.41350796272224 37.79774123407083, -122.41357974301064 37.79773217969648)))",0149032,House Of The Flag; Old Sheppard-Dakin Hs,1652-1656 Taylor Street,46,1972,https://sfplanninggis.org/docs/landmarks_and_districts/LM46.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/46.jpg,https://sfplanninggis.org/pim?search=0149/032
"MULTIPOLYGON (((-122.40147353727383 37.78943627106719, -122.40169973295622 37.78925759556171, -122.40174524134972 37.78947858776678, -122.40165982014452 37.78948947495945, -122.40167377402537 37.789557234379004, -122.40171140165978 37.78973996043095, -122.40154056014865 37.78976173571567, -122.40147353727383 37.78943627106719)))",0291006,The Hobart Building,582-592 Market Street,162,1983,https://sfplanninggis.org/docs/landmarks_and_districts/LM162.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/162.jpg,https://sfplanninggis.org/pim?search=0291/006
"MULTIPOLYGON (((-122.42723435917821 37.77165456710475, -122.42727595821879 37.77186086618616, -122.42730001868085 37.77198018643662, -122.42717187518178 37.771996484850035, -122.42710593329207 37.77167091318222, -122.42723435917821 37.77165456710475)))",0858002,Nightingale House,201 Buchanan Street,47,1972,https://sfplanninggis.org/docs/landmarks_and_districts/LM47.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/47.jpg,https://sfplanninggis.org/pim?search=0858/002
